area,area_code,area_name,year,sort,category,MYE
5. Former Local Government Districts (LGD1992),95RR,Limavady,2010/2011,11,Rest of world Inflows,64
5. Former Local Government Districts (LGD1992),95RR,Limavady,2010/2011,12,Rest of world Outflows,98
5. Former Local Government Districts (LGD1992),95RR,Limavady,2010/2011,13,Rest of world Net,-34
5. Former Local Government Districts (LGD1992),95RR,Limavady,2010/2011,14,Total Inflows,916
5. Former Local Government Districts (LGD1992),95RR,Limavady,2010/2011,15,Total Outflows,834
5. Former Local Government Districts (LGD1992),95RR,Limavady,2010/2011,16,Total Net,82
5. Former Local Government Districts (LGD1992),95RR,Limavady,2010/2011,17,Other changes,-4
5. Former Local Government Districts (LGD1992),95RR,Limavady,2010/2011,18,Migration and other changes,78
5. Former Local Government Districts (LGD1992),95RR,Limavady,2010/2011,19,End population,33610
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,1,Starting population,119442
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,2,Births,1792
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,3,Deaths,863
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,4,Natural Change,929
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,5,Internal Inflows,3393
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,6,Internal Outflows,3118
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,7,Internal Net,275
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,8,United Kingdom Inflows,748
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,9,United Kingdom Outflows,798
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,10,United Kingdom Net,-50
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,11,Rest of world Inflows,537
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,12,Rest of world Outflows,600
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,13,Rest of world Net,-63
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,14,Total Inflows,4678
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,15,Total Outflows,4516
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,16,Total Net,162
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,17,Other changes,-47
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,18,Migration and other changes,115
5. Former Local Government Districts (LGD1992),95SS,Lisburn,2010/2011,19,End population,120486
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,1,Starting population,44664
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,2,Births,694
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,3,Deaths,299
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,4,Natural Change,395
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,5,Internal Inflows,980
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,6,Internal Outflows,983
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,7,Internal Net,-3
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,8,United Kingdom Inflows,158
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,9,United Kingdom Outflows,137
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,10,United Kingdom Net,21
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,11,Rest of world Inflows,230
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,12,Rest of world Outflows,240
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,13,Rest of world Net,-10
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,14,Total Inflows,1368
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,15,Total Outflows,1360
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,16,Total Net,8
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,17,Other changes,65
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,18,Migration and other changes,73
5. Former Local Government Districts (LGD1992),95TT,Magherafelt,2010/2011,19,End population,45132
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,1,Starting population,17010
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,2,Births,196
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,3,Deaths,143
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,4,Natural Change,53
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,5,Internal Inflows,472
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,6,Internal Outflows,484
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,7,Internal Net,-12
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,8,United Kingdom Inflows,117
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,9,United Kingdom Outflows,131
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,10,United Kingdom Net,-14
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,11,Rest of world Inflows,57
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,12,Rest of world Outflows,53
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,13,Rest of world Net,4
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,14,Total Inflows,646
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,15,Total Outflows,668
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,16,Total Net,-22
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,17,Other changes,21
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,18,Migration and other changes,-1
5. Former Local Government Districts (LGD1992),95UU,Moyle,2010/2011,19,End population,17062
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,1,Starting population,99136
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,2,Births,1594
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,3,Deaths,659
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,4,Natural Change,935
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,5,Internal Inflows,1399
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,6,Internal Outflows,1678
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,7,Internal Net,-279
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,8,United Kingdom Inflows,560
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,9,United Kingdom Outflows,522
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,10,United Kingdom Net,38
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,11,Rest of world Inflows,912
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,12,Rest of world Outflows,584
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,13,Rest of world Net,328
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,14,Total Inflows,2871
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,15,Total Outflows,2784
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,16,Total Net,87
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,17,Other changes,-155
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,18,Migration and other changes,-68
5. Former Local Government Districts (LGD1992),95VV,Newry and Mourne,2010/2011,19,End population,100003
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,1,Starting population,84660
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,2,Births,1123
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,3,Deaths,720
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,4,Natural Change,403
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,5,Internal Inflows,2759
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,6,Internal Outflows,2623
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,7,Internal Net,136
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,8,United Kingdom Inflows,344
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,9,United Kingdom Outflows,437
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,10,United Kingdom Net,-93
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,11,Rest of world Inflows,522
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,12,Rest of world Outflows,774
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,13,Rest of world Net,-252
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,14,Total Inflows,3625
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,15,Total Outflows,3834
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,16,Total Net,-209
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,17,Other changes,165
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,18,Migration and other changes,-44
5. Former Local Government Districts (LGD1992),95WW,Newtownabbey,2010/2011,19,End population,85019
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,1,Starting population,79004
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,2,Births,981
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,3,Deaths,734
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,4,Natural Change,247
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,5,Internal Inflows,1835
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,6,Internal Outflows,1612
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,7,Internal Net,223
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,8,United Kingdom Inflows,785
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,9,United Kingdom Outflows,720
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,10,United Kingdom Net,65
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,11,Rest of world Inflows,358
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,12,Rest of world Outflows,514
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,13,Rest of world Net,-156
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,14,Total Inflows,2978
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,15,Total Outflows,2846
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,16,Total Net,132
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,17,Other changes,-138
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,18,Migration and other changes,-6
5. Former Local Government Districts (LGD1992),95XX,North Down,2010/2011,19,End population,79245
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,1,Starting population,51116
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,2,Births,734
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,3,Deaths,317
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,4,Natural Change,417
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,5,Internal Inflows,975
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,6,Internal Outflows,957
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,7,Internal Net,18
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,8,United Kingdom Inflows,268
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,9,United Kingdom Outflows,293
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,10,United Kingdom Net,-25
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,11,Rest of world Inflows,272
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,12,Rest of world Outflows,206
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,13,Rest of world Net,66
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,14,Total Inflows,1515
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,15,Total Outflows,1456
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,16,Total Net,59
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,17,Other changes,-97
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,18,Migration and other changes,-38
5. Former Local Government Districts (LGD1992),95YY,Omagh,2010/2011,19,End population,51495
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,1,Starting population,39825
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,2,Births,556
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,3,Deaths,289
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,4,Natural Change,267
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,5,Internal Inflows,603
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,6,Internal Outflows,640
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,7,Internal Net,-37
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,8,United Kingdom Inflows,182
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,9,United Kingdom Outflows,213
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,10,United Kingdom Net,-31
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,11,Rest of world Inflows,142
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,12,Rest of world Outflows,216
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,13,Rest of world Net,-74
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,14,Total Inflows,927
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,15,Total Outflows,1069
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,16,Total Net,-142
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,17,Other changes,-20
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,18,Migration and other changes,-162
5. Former Local Government Districts (LGD1992),95ZZ,Strabane,2010/2011,19,End population,39930
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,1,Starting population,53632
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,2,Births,768
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,3,Deaths,364
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,4,Natural Change,404
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,5,Internal Inflows,1577
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,6,Internal Outflows,1618
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,7,Internal Net,-41
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,8,United Kingdom Inflows,279
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,9,United Kingdom Outflows,361
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,10,United Kingdom Net,-82
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,11,Rest of world Inflows,310
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,12,Rest of world Outflows,285
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,13,Rest of world Net,25
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,14,Total Inflows,2166
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,15,Total Outflows,2264
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,16,Total Net,-98
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,17,Other changes,-103
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,18,Migration and other changes,-201
5. Former Local Government Districts (LGD1992),95AA,Antrim,2011/2012,19,End population,53835
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,1,Starting population,78047
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,2,Births,927
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,3,Deaths,645
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,4,Natural Change,282
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,5,Internal Inflows,2108
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,6,Internal Outflows,1883
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,7,Internal Net,225
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,8,United Kingdom Inflows,466
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,9,United Kingdom Outflows,520
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,10,United Kingdom Net,-54
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,11,Rest of world Inflows,250
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,12,Rest of world Outflows,200
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,13,Rest of world Net,50
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,14,Total Inflows,2824
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,15,Total Outflows,2603
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,16,Total Net,221
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,17,Other changes,0
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,18,Migration and other changes,221
5. Former Local Government Districts (LGD1992),95BB,Ards,2011/2012,19,End population,78550
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,1,Starting population,59651
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,2,Births,931
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,3,Deaths,470
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,4,Natural Change,461
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,5,Internal Inflows,1545
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,6,Internal Outflows,1668
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,7,Internal Net,-123
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,8,United Kingdom Inflows,244
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,9,United Kingdom Outflows,323
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,10,United Kingdom Net,-79
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,11,Rest of world Inflows,485
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,12,Rest of world Outflows,248
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,13,Rest of world Net,237
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,14,Total Inflows,2274
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,15,Total Outflows,2239
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,16,Total Net,35
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,17,Other changes,0
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,18,Migration and other changes,35
5. Former Local Government Districts (LGD1992),95CC,Armagh,2011/2012,19,End population,60147
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,1,Starting population,64127
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,2,Births,780
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,3,Deaths,527
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,4,Natural Change,253
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,5,Internal Inflows,1429
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,6,Internal Outflows,1305
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,7,Internal Net,124
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,8,United Kingdom Inflows,269
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,9,United Kingdom Outflows,350
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,10,United Kingdom Net,-81
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,11,Rest of world Inflows,447
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,12,Rest of world Outflows,318
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,13,Rest of world Net,129
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,14,Total Inflows,2145
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,15,Total Outflows,1973
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,16,Total Net,172
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,17,Other changes,-1
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,18,Migration and other changes,171
5. Former Local Government Districts (LGD1992),95DD,Ballymena,2011/2012,19,End population,64551
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,1,Starting population,31276
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,2,Births,388
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,3,Deaths,197
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,4,Natural Change,191
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,5,Internal Inflows,941
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,6,Internal Outflows,891
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,7,Internal Net,50
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,8,United Kingdom Inflows,155
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,9,United Kingdom Outflows,153
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,10,United Kingdom Net,2
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,11,Rest of world Inflows,76
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,12,Rest of world Outflows,44
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,13,Rest of world Net,32
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,14,Total Inflows,1172
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,15,Total Outflows,1088
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,16,Total Net,84
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,17,Other changes,0
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,18,Migration and other changes,84
5. Former Local Government Districts (LGD1992),95EE,Ballymoney,2011/2012,19,End population,31551
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,1,Starting population,48333
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,2,Births,707
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,3,Deaths,317
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,4,Natural Change,390
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,5,Internal Inflows,1478
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,6,Internal Outflows,1453
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,7,Internal Net,25
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,8,United Kingdom Inflows,270
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,9,United Kingdom Outflows,285
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,10,United Kingdom Net,-15
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,11,Rest of world Inflows,149
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,12,Rest of world Outflows,152
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,13,Rest of world Net,-3
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,14,Total Inflows,1897
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,15,Total Outflows,1890
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,16,Total Net,7
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,17,Other changes,0
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,18,Migration and other changes,7
5. Former Local Government Districts (LGD1992),95FF,Banbridge,2011/2012,19,End population,48730
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,1,Starting population,280922
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,2,Births,4134
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,3,Deaths,2696
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,4,Natural Change,1438
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,5,Internal Inflows,12115
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,6,Internal Outflows,13269
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,7,Internal Net,-1154
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,8,United Kingdom Inflows,2167
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,9,United Kingdom Outflows,2330
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,10,United Kingdom Net,-163
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,11,Rest of world Inflows,3942
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,12,Rest of world Outflows,4444
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,13,Rest of world Net,-502
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,14,Total Inflows,18224
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,15,Total Outflows,20043
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,16,Total Net,-1819
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,17,Other changes,-4
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,18,Migration and other changes,-1823
5. Former Local Government Districts (LGD1992),95GG,Belfast,2011/2012,19,End population,280537
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,1,Starting population,39102
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,2,Births,479
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,3,Deaths,319
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,4,Natural Change,160
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,5,Internal Inflows,1078
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,6,Internal Outflows,1167
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,7,Internal Net,-89
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,8,United Kingdom Inflows,200
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,9,United Kingdom Outflows,250
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,10,United Kingdom Net,-50
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,11,Rest of world Inflows,107
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,12,Rest of world Outflows,134
